record_id,company_name,HS_industry,HS_empleados,HS_domain,Enrich.Domain,Enrich.Industry,Enrich.Sub-industry,Enrich.Empleados,confidence,status,skip_reason,✓ Industry subida HS,✓ Empleados subido HS,✓ Domain subido HS
52519895357,MBICI GESTIBIKE SL,,10,mbici.es,Retail,Sporting Goods & Bike Retail,5,mbici.es,high,enriched,,,,
52523819067,Casas Cube,,,casascube.com,Construction,Modular & Prefabricated Construction,51-100,casascube.com,high,enriched,,,,
52412610883,TMM Group (Sensory Marketing & Media),,,themultisensorymakers.com,Media & Entertainment,Sensory Marketing & Digital Signage,17,themultisensorymakers.com,high,enriched,,,,
52174095756,Aircel,,,aircel.es,Industrial & Facilities Services,HVAC & Climate Control,,aircel.es,medium,enriched,,,,
52201339514,ITEMAT MECANIZACIÓN,,,itemat.es,Manufacturing,Precision Machining,11-50,itemat.es,high,enriched,,,,
51978449666,Transportes Conde,,,transportesconde.es,Transportation & Logistics,Road Freight Transport,,transportesconde.es,medium,enriched,,,,
51994215938,Dipole RFID,,,dipolerfid.es,Technology,RFID & IoT Solutions,37,dipolerfid.es,high,enriched,,,,
51877417496,Hotei Properties Group,,,hoteiproperties.es,Real Estate,Hotel Real Estate (SOCIMI),149,hoteiproperties.es,high,enriched,,,,
51735308689,Eléctrica Borràs,,,eborras.cat,Industrial & Facilities Services,Electrical Installations,,eborras.com,medium,enriched,,,,
51547132431,"MECESA, Mecánica Egarense SA",,,mecesa.com,Manufacturing,Industrial Valves & Instrumentation,51-200,mecesa.com,high,enriched,,,,
51558763570,AytoSierradeYeguas,,5,sierradeyeguas.es,Public Sector & Non-Profit,Local Government,,sierradeyeguas.es,high,enriched,,,,
51549598992,Precasa,,4,precasa.es,Construction,Building Materials Distribution,,precasa.es,high,enriched,,,,
51260380848,Sofia Rodrigo,,,sofiarodrigo.es,Professional Services,HR Consulting & Executive Coaching,1,sofiarodrigo.es,high,enriched,,,,
51243838221,Autocares de Santiago,,,autocaresdesantiago.com,Transportation & Logistics,Passenger Transport (Coach),,autocaresdesantiago.com,high,enriched,,,,
49739102364,SA Transvasa,,,transvasa.com,Transportation & Logistics,Road Freight & Fuel Distribution,40,transvasa.com,high,enriched,,,,
49686307228,Excmo. Ayuntamiento de La Carolina,,,lacarolina.es,Public Sector & Non-Profit,Local Government,,lacarolina.es,high,enriched,,,,
49297657469,Fagorelectronica,,,fagorelectronica.es,Manufacturing,Electronic Components Manufacturing,500+,fagorelectronica.es,high,enriched,,,,
49231979293,Parlamento de Cantabria,,35,parlamento-cantabria.es,Public Sector & Non-Profit,Regional Government / Parliament,35,parlamento-cantabria.es,high,enriched,,,,
49192009255,FMIT Technologies S.L.,,,fmit-technologies.com,Technology,Data Analytics & Digital Transformation,65,fmit-technologies.com,high,enriched,,,,
49063986757,CBB Hostelería,,,cbbhosteleria.es,Business Services / BPO,Hospitality Equipment Supply,19,cbbhosteleria.com,medium,enriched,,,,
48985761972,VALTECSA,,,valtecsa.com,Professional Services,Business Consulting & Valuation,28,valtecsa.com,high,enriched,,,,
48960227142,ERLO Group,,,erlogroup.es,Manufacturing,Machine Tools Manufacturing,22,erlogroup.es,high,enriched,,,,
48977799517,VdL,,,valordeley.es,Professional Services,Digital Marketing Agency,19,valordeley.es,high,enriched,,,,
48977799511,Omega Spice,,,omegaspice.com,Consumer Goods,Spices & Food Manufacturing,11-50,omegaspice.com,high,enriched,,,,
48943803187,PRECIMECAN SL,,,precimecan.com,Manufacturing,Precision Machining & Assembly,20-49,precimecan.com,high,enriched,,,,
48947696767,Clevergy,,,clever.gy,Technology,Smart Energy Management Software,32,clever.gy,high,enriched,,,,
48916089416,Cleverep,,,cleverep.com,Business Services / BPO,B2B Sales & Lead Generation,28,cleverep.com,high,enriched,,,,
48916089412,SNÖ Hotels,,,snohotels.com,Hospitality,Hotels & Mountain Accommodation,,snohotels.com,high,enriched,,,,
48916089413,Oli&Carol,,,oliandcarol.com,Consumer Goods,Baby & Children's Toys,,oliandcarol.com,high,enriched,,,,
48744310289,FACTUAL,,,factual-consulting.com,Professional Services,Mobility Strategy & Innovation Consulting,,factual-consulting.com,high,enriched,,,,
48993579568,Técnica de Conexiones (TEKOX),,,tekox.es,Manufacturing,Electrical Connection Components,15,tekox.es,high,enriched,,,,
48993579566,Banc de Recursos,,,bancderecursos.org,Public Sector & Non-Profit,Non-Profit / Resource Redistribution,,bancderecursos.org,high,enriched,,,,
48902039687,Hispamicro Sistemas Informaticos S.L.U,,,hispamicro.com,Technology,IT Wholesale Distribution,11-50,hispamicro.com,high,enriched,,,,
48902039688,TECNOAIR AIRE COMPRIMIDO,,,tecnoair.eu,Industrial & Facilities Services,Industrial Compressed Air Systems,45,tecnoair.eu,high,enriched,,,,
48944418689,Netmetrix Spain,,,netmetrix.es,Technology,Network Testing & IT Security Analytics,,netmetrix.es,high,enriched,,,,
48944418687,Comenza,,,comenza.com,Manufacturing,Architectural Hardware (Railing Systems),,comenza.com,high,enriched,,,,
48861568087,BEST OF YOU SPORTS,,,bestofyou.es,Professional Services,Sports Management & Athlete Agency,,bestofyou.es,high,enriched,,,,
48861568083,Irontech Group,,,irontech-group.com,Manufacturing,Industrial Computing & Panel PCs,37,irontech-group.com,high,enriched,,,,
48957897358,SAUFER,,,saufer.com,Industrial & Facilities Services,HVAC & Energy Installations,22,saufer.com,high,enriched,,,,
48893001093,Stack Overflight,,25,stackoverflight.com,Technology,Aviation Technology & Digital Retailing,23,stackoverflight.com,high,enriched,,,,
48989559216,APEXFARMA SLU,,,apexfarma.com,Healthcare & Life Sciences,Pharmaceutical Distribution & Export,21,apexfarma.com,high,enriched,,,,
48852319109,Grupo Echevarne,,,echevarne.com,Healthcare & Life Sciences,Medical Laboratory & Diagnostics,800-3000,echevarne.com,high,enriched,,,,
48764740999,Familia Fernández Rivera,,,familiafernandezrivera.com,Consumer Goods,Wine & Beverages,120,familiafernandezrivera.com,high,enriched,,,,
48764740997,GOMEZ Y CRESPO,,,gomezycrespo.com,Agriculture,Livestock & Agricultural Products,11-50,gomezycrespo.com,high,enriched,,,,
48764741002,LASIAN,,,lasian.es,Manufacturing,Heating Systems & Boiler Manufacturing,24,lasian.es,high,enriched,,,,
48756026236,Zeulab,,,zeulab.com,Healthcare & Life Sciences,Food Safety Biotechnology,,zeulab.com,high,enriched,,,,
48756951411,Bitec (Business Intelligence Technology),,,bitec.es,Technology,ERP & Business Intelligence,36,bitec.es,high,enriched,,,,
48756951412,Roqueta Origen,,,roquetaorigen.com,Consumer Goods,Wine Production & Viticulture,20,roquetaorigen.com,high,enriched,,,,
53061062453,Nicoleta Ciobotaru,,,,,,,,,skip,personal name,,,
53020778148,Dania Mayela Marin Montoya,,,,,,,,,skip,personal name,,,
53023513129,Agsa Regalos De Empresa S.l.,,,,Retail,Corporate gifts / promotional products,,agsaregalos.es,high,enriched,,,,
53019991111,Hotel Aptos Club Atlantis,,,,Hospitality,Hotels & Accommodation,,,medium,enriched,,,,
53002591342,Carlos Sorolla Alcon,,,,,,,,,skip,personal name,,,
52960275765,SOFIA GARCES,,,papyndux.com,Consumer Goods,Wholesale office supplies / stationery,6,papyndux.com,medium,enriched,,,,
52967517257,Cal Tete,,,,Hospitality,Bar / Restaurant,,,medium,enriched,,,,
52956063340,CENTRO DENTAL RODRIGUEZ,,,,Healthcare & Life Sciences,Dental clinic,,,high,enriched,,,,
52955599769,CAFE EL TROCET,,,,Hospitality,Café / Bar,,,high,enriched,,,,
52957764700,Maxorata Courier Sl,,,,Transportation & Logistics,Courier / Road freight transport,10,,high,enriched,,,,
52926369538,Saneamientos Lema,,,,Retail,Plumbing & bathroom supplies retail,5,,high,enriched,,,,
52922181648,Seteoil Comercializadora De Pr,,,,Energy & Utilities,Petroleum products distribution,,,high,enriched,,,,
52933471556,Yanina,,,,,,,,,skip,unidentifiable - no domain or business context,,,
52934845786,Terminacion Y Decoracion Sl,,,,Construction,Interior finishing & decoration,,,high,enriched,,,,
52936985184,,,,,Industrial & Facilities Services,Cleaning services,15,grupofisan.com,high,enriched,,,,
52933142287,Los Veranos,,,,,,,,,skip,unidentifiable - no domain or business context,,,
52915632518,Const. Manuel A. Garcia Sl,,,,Construction,General construction,,,high,enriched,,,,
52922304004,Aldea Couso Sl,,,cousorelax.com,Hospitality,Rural tourism / Restaurant,3,cousorelax.com,high,enriched,,,,
52863724889,Centro Especial Y Social De In,,,cesilintegra.com,Public Sector & Non-Profit,Special employment center (disability integration),,,high,enriched,,,,
52876209569,Toldos Lanzarote S.l,,,,Manufacturing,Textile / Awning manufacturing & installation,9,,high,enriched,,,,
52878197853,Marala Yacht Sl,,,bwayachting.com,Hospitality,Superyacht agency services,,bwayachting.com,medium,enriched,,,,
52878656074,Raul Garcia Almansa Ramon Camprubi Mari,,,,,,,,,skip,personal name,,,
52834596666,Luce Bella,,,,,,,,,skip,unidentifiable - no domain or business context,,,
52729650190,Fontipaso Sl,,,,Real Estate,Property rental,25,,high,enriched,,,,
52724583469,Christophe Massin,,,,,,,,,skip,personal name,,,
52714832667,Roble Diez Comunidades S.l.,,,,Real Estate,Property / community administration,3,,high,enriched,,,,
52714826842,Hotel Liabeny S.a.,,,hotelliabeny.com,Hospitality,Hotel,,hotelliabeny.com,high,enriched,,,,
52810914704,Gimborn Trading Slu,,,gimborntrading.com,Energy & Utilities,Renewable energy products wholesale (solar / wind),2,gimborntrading.com,high,enriched,,,,
52760710440,Idesa S.a.,,,idesa.biz,Energy & Utilities,Photovoltaic solar energy installation & maintenance,,idesa.biz,high,enriched,,,,
52719873914,Tapicerias Barrientos,,,,Manufacturing,Upholstery / furniture,,,medium,enriched,,,,
52745349655,El Rustiq,,,,,,,,,skip,unidentifiable - no domain or business context,,,
52724746108,Constr Y Montvilgar 2005 Sl,,,vilgar.com,Construction,General construction,,vilgar.com,high,enriched,,,,
52582273072,Coto Industrial S.l.,,,cotoindustrial.com,Real Estate,Industrial property rental & management,,cotoindustrial.com,high,enriched,,,,
52580017953,Jose Alexis Perez Marrero,,,telefonica.net,,,,,low,skip,personal name,,,
52572512820,N/A,,,,,,,,,skip,name is N/A - not identifiable,,,
52575143756,Cb Hermanos Gueto Garrido,,,,,,,,,skip,unidentifiable - no domain or business context,,,
52579697067,Openprint Sl,,,openprint.com,Manufacturing,Digital printing / graphic arts,27,openprint.com,high,enriched,,,,
52565933432,Andaina Dous Slu,,,andaina.com,Education,School / educational center,38,andaina.com,high,enriched,,,,
52814128274,ACOUNTAX MADRID S.L,,,acountax.es,Professional Services,Accounting / tax advisory,,acountax.es,high,enriched,,,,
52592589326,GRANJA SAN BLAS S.L.,,,,Agriculture,Livestock farming / farm,,,high,enriched,,,,
52574175299,Sistemas Metalicos Alhimur Sl,,,alhimur.com,Manufacturing,Metal carpentry & structures,,alhimur.com,high,enriched,,,,
52506534799,Moisés,,,moisescocinaybano.es,Retail,Kitchen & bathroom store,,moisescocinaybano.es,high,enriched,,,,
52503738756,Rebeca Bernad Fernandez Adm,,,,,,,,,skip,personal name,,,
52504355512,Extrequipa Sl,,,insmonsat.com,,,,,low,skip,unidentifiable - no public information found,,,
52502184827,Xavier Masvidal,,,,,,,,,skip,personal name,,,
52519895357, MBICI GESTIBIKE SL,,,mbici.es,Retail,Bicycle retail & repair,10,mbici.es,high,enriched,,,,
52523819067,,,,casascube.com,Construction,Prefabricated modular homes,75,casascube.com,high,enriched,,,,
52511132082,General De Metalisteria S.l,,,gmetal.es,Manufacturing,Metal fabrication / metalwork,,gmetal.es,high,enriched,,,,
52499518872,Deliciasle Car Sl,,,,Transportation & Logistics,Car rental,38,deliciaslecar.com,high,enriched,,,,
52508806149,Familia Canigueral,,,,Consumer Goods,Food / meat processing & distribution,,,medium,enriched,,,,
7126310215,EAE Business School,,1733,eae.es,Education,Business School / Higher Education,1733,eae.es,high,enriched,,,,
5019690430,INFOMED SOFTWARE,,41,grupoinfomed.es,Healthcare & Life Sciences,Health IT / Medical Software,41,grupoinfomed.es,high,enriched,,,,
4991338925,Novedades Hidráulicas Canarias S.L.,,6,nhcanarias.com,Agriculture,Agricultural Irrigation & Machinery,6,nhcanarias.com,high,enriched,,,,
4989182163,VAL,,20,,,,,,low,skip,Name too generic — could not identify company,,,,
4977091845,VERITEK IBERIA S.L.U.,,20,,Technology,Technical Services / After-Sales Support (OEM),20,veritekglobal.com,high,enriched,,,,
4969977928,Empresa sin Demo,,,,,,,,low,skip,Test/placeholder record,,,,
4959634971,Platanitos ,,200,,Retail,Footwear Retail (Peru-based brand — possible data error),200,,medium,skip,Likely Peruvian company — no Spanish entity confirmed,,,,
4955818638,masala,,,,,,,,low,skip,Test/placeholder record — name too generic,,,,
4925252840,CARLIN VENEZUELA SL,,9,tucarlin.es,Retail,Stationery & Books Retail,12,tucarlin.es,high,enriched,,,,
4923658125,Universidad de Las Palmas de Gran Canaria,,20,alu.ulpgc.es,Education,University / Higher Education,2000,ulpgc.es,high,enriched,,,,
4920621288,Vitashell,,20,,,,,,low,skip,Could not identify as a Spanish company — may be a PS Vita tool reference,,,,
4919970137,Vieira S.L.,,16,,Consumer Goods,Fish & Seafood Wholesale,18,vieirasa.es,medium,enriched,,,,
4888435483,Ajuntament de Peralada,,60,peralada.cat,Public Sector & Non-Profit,Local Government / Municipality,60,peralada.org,high,enriched,,,,
4869821468,Prueba Belén,,,,,,,,low,skip,Test/placeholder record,,,,
4869884120,"legiscine,s.l",,10,,Professional Services,Legal & Tax Advisory,10,,high,enriched,,,,
53007263030,Flexibike,,,flexibike.es,Retail,Sports & Cycling Retail,,flexibike.es,medium,enriched,,,,
53056579739,Asador Taskas,,,asadortaskas.com,Hospitality,Restaurants & Food Service,,asadortaskas.com,high,enriched,,,,
53007262315,servicis integrals de reformes la safor s.l.,,,,Construction,Building Renovation & Repair,,,medium,enriched,,,,
53062312275,Making Luxury,,,makingluxury.com,Professional Services,Design & Branding,,makingluxury.com,high,enriched,,,,
53055652947,Majestic Bars,,,majesticbars.com,Hospitality,Bars & Nightlife,,majesticbars.com,medium,enriched,,,,
53010989340,Galletas Gullón,,,,Manufacturing,Food & Beverage Manufacturing,,,high,enriched,,,,
53060759441,Tecnomoción,,,tecnomocion.com,Industrial & Facilities Services,Automotive Electronics Repair,,tecnomocion.com,high,enriched,,,,
53065763159,Montefrio C.F.,,,,Media & Entertainment,Sports & Football,,,medium,enriched,,,,
53017283956,NeuroImpulse,,,,Healthcare & Life Sciences,Physical & Occupational Therapy,,,high,enriched,,,,
53060599907,"Soledad, EL Paraíso, Honduras",,,,,,,,,skip,Location name – not an identifiable company,,,,
53055951973,Otro,,,,,,,,,skip,Generic placeholder – not a real company name,,,,
53058426780,,,,fundacio.org,Public Sector & Non-Profit,Foundations & NGOs,,fundacio.org,medium,enriched,,,,
53019442096,Cooperativa de Mayoristas de Pescados del Mercado Central de Madrid,,,comapes.es,Consumer Goods,Food Wholesale & Distribution,,comapes.es,high,enriched,,,,
53052652637,(Kids&Us Tiana),,,,Education,Language Schools for Children,,,high,enriched,,,,
53007560508,,,,agrogrande.com,Agriculture,Agricultural Supply & Equipment,,agrogrande.com,medium,enriched,,,,
53062297906,Agrojardin gredos,,,,Agriculture,Garden & Landscape Services,,,medium,enriched,,,,
53057950011,Gestiones Inmo M&C,,,,Real Estate,Property Management,,,medium,enriched,,,,
53057330326,Brainhunters,,,brainhunters.es,Staffing & HR Services,Executive Search & Recruitment,,brainhunters.es,high,enriched,,,,
53020357971,Perfumerías Laguna,,,perfumeriaslaguna.com,Retail,Health & Beauty Retail,,perfumeriaslaguna.com,high,enriched,,,,
53029589100,Taxista Los Llanos de Aridane,,,,Transportation & Logistics,Taxi & Passenger Transport,,,medium,enriched,,,,
53012778589,España,,,,,,,,,skip,Country name – not an identifiable company,,,,
53012924040,El Buo,,,,Hospitality,Restaurants & Tapas Bars,,,high,enriched,,,,
53055166126,Supergardensmarbella,,,,Retail,Garden & Home Retail,,,medium,enriched,,,,
53009237535,EmiFior sl,,,,,,,,,skip,No identifiable sector information found,,,,
53023078287,Hospedería Santa Luisa,,,casasantaluisa.com,Hospitality,Rural Hotels & Accommodation,,casasantaluisa.com,high,enriched,,,,
53025711747,diakaridia,,,,,,,,,skip,No identifiable sector information found,,,,
53012763738,factoria,,,,,,,,,skip,Too generic – no identifiable company,,,,
53019414152,MI ESPEJITO MÁGICO,,,,Media & Entertainment,Event Entertainment & Photo Booths,,,high,enriched,,,,
53007073182,United Search,,,unitedsearch.es,Staffing & HR Services,Executive Search,,unitedsearch.es,high,enriched,,,,
53014614085,趣猫,,,qvmao.com,,,,qvmao.com,low,skip,Foreign company (Chinese) – insufficient data for Spanish taxonomy,,,,
53011711302,Ute miv,,,,,,,,,skip,No identifiable sector information found,,,,
53004208956,Tanatos Formación,,,,Education,Funeral & Mortuary Professional Training,,,high,enriched,,,,
53016630113,,,,betopbeauty.com,Consumer Goods,Beauty & Personal Care,,betopbeauty.com,medium,enriched,,,,
53020953744,Vox,,,,Public Sector & Non-Profit,Political Party,,,high,enriched,,,,
53013677064,Gruas sureste,,,,Transportation & Logistics,Crane & Towing Services,,,medium,enriched,,,,
53004204836,Hard Rock Café,,,,Hospitality,Restaurants & Entertainment,,,high,enriched,,,,
53004827783,Healde S.L.,,,,Retail,Grocery & Supermarkets,,,high,enriched,,,,
53028021682,,,,tufractionalhr.es,Staffing & HR Services,Fractional HR Consulting,,tufractionalhr.es,high,enriched,,,,
53011392936,Deluxe lighting,,,,Manufacturing,Lighting Equipment Manufacturing,,,medium,enriched,,,,
53009532208,OTAMAR SL,,,,Energy & Utilities,Fuel Retail & Service Stations,5-25,,medium,enriched,,,,
53017703936,Viajes caledonia,,,,Hospitality,Travel Agencies,,,medium,enriched,,,,
53008912821,Exquisitez Food Sl,,,,Consumer Goods,Specialty Food & Gourmet,,,medium,enriched,,,,
53007060861,Plasalum,,,,Manufacturing,Plastics & Aluminium Products,,,medium,enriched,,,,
53013673279,"Sant Jordi Hostels Rock Palace, teléfono principal*",,,,Hospitality,Hostels & Budget Accommodation,,,high,enriched,,,,
53012749140,Dongearbox,,,,Industrial & Facilities Services,Automotive Transmission Repair,26,,high,enriched,,,,
53015219773,Jjhh,,,,,,,,,skip,Test entry – no identifiable company,,,,
53014755687,Kontrol,,,,,,,,,skip,Too generic – no identifiable sector found,,,,
53019557773,Ande,,,,,,,,,skip,Too generic – no identifiable sector found,,,,
53024604267,,,,fcalzadoscalatayud.es,Retail,Footwear Retail,,fcalzadoscalatayud.es,medium,enriched,,,,
53014748822,,,,gmhassaail.co,,,,gmhassaail.co,low,skip,Unrecognised domain – no identifiable sector,,,,
53081849454,Oleícola los mellis,,,,Agriculture,Olive Oil Production,,,high,enriched,,,,
53074409259,Artilab 2014 S.L,,,,Manufacturing,Leather Goods & Accessories,100-500,,high,enriched,,,,
53007263030,Flexibike,,,flexibike.es,Retail,Automotive & Motorcycles,1-10,flexibike.es,high,enriched,,,,
53056579739,Asador Taskas,,,asadortaskas.com,Hospitality,Restaurants & Food Service,,asadortaskas.com,high,enriched,,,,
53007262315,servicis integrals de reformes la safor s.l.,,,,Construction,Building Renovation & Refurbishment,,,high,enriched,,,,
53062312275,Making Luxury,,,makingluxury.com,Professional Services,Interior Design & Branding,,makingluxury.com,high,enriched,,,,
53055652947,Majestic Bars,,,majesticbars.com,Hospitality,Bars & Nightlife,,majesticbars.com,high,enriched,,,,
53010989340,Galletas Gullón,,,,Manufacturing,Food & Beverages,2100,gullon.es,high,enriched,,,,
53060759441,Tecnomoción,,,tecnomocion.com,Industrial & Facilities Services,Automotive Electronics Repair,1-10,tecnomocion.com,high,enriched,,,,
53065763159,Montefrio C.F.,,,,Media & Entertainment,Sports Clubs,,,high,enriched,,,,
53017283956,NeuroImpulse,,,,Healthcare & Life Sciences,Neuroscience & Health Tech,,,low,enriched,,,,
53060599907,"Soledad, EL Paraíso, Honduras",,,,,,,,,skip,"Name is a geographic location, not an identifiable business",,,
53055951973,Otro,,,,,,,,,skip,"Generic placeholder name, not an identifiable business",,,
53058426780,(no name),,,fundacio.org,Public Sector & Non-Profit,Foundations & NGOs,,fundacio.org,medium,enriched,,,,
53019442096,Cooperativa de Mayoristas de Pescados del Mercado Central de Madrid,,,comapes.es,Manufacturing,Food Wholesale & Distribution,1-10,comapes.es,high,enriched,,,,
53052652637,(Kids&Us Tiana),,,,Education,Language Schools,,,high,enriched,,,,
53007560508,(no name),,,agrogrande.com,Agriculture,Agricultural Supply & Distribution,,agrogrande.com,medium,enriched,,,,
53062297906,Agrojardin gredos,,,,Agriculture,Gardening & Landscaping,,,high,enriched,,,,
53057950011,Gestiones Inmo M&C,,,,Real Estate,Property Management,,,high,enriched,,,,
53057330326,Brainhunters,,,brainhunters.es,Staffing & HR Services,Executive Search & Headhunting,1-10,brainhunters.es,high,enriched,,,,
53020357971,Perfumerías Laguna,,,perfumeriaslaguna.com,Retail,Cosmetics & Perfumery,48,perfumeriaslaguna.com,high,enriched,,,,
53029589100,Taxista Los Llanos de Aridane,,,,Transportation & Logistics,Taxi & Ride Services,,,high,enriched,,,,
53012778589,España,,,,,,,,,skip,"Generic country name, not an identifiable business",,,
53012924040,El Buo,,,,Hospitality,Bars & Restaurants,,,low,enriched,,,,
53055166126,Supergardensmarbella,,,,Retail,Garden & Home,,,high,enriched,,,,
53009237535,EmiFior sl,,,,Retail,Florists,,,medium,enriched,,,,
53023078287,Hospedería Santa Luisa,,,casasantaluisa.com,Hospitality,Accommodation & Retreats,,casasantaluisa.com,high,enriched,,,,
53025711747,diakaridia,,,,,,,,,skip,"Company name not identifiable, no domain available",,,
53012763738,factoria,,,,,,,,,skip,"Generic name, no domain or other signals to identify business",,,
53019414152,MI ESPEJITO MÁGICO,,,,Retail,Home Decor & Accessories,,,low,enriched,,,,
53007073182,United Search,,,unitedsearch.es,Staffing & HR Services,Executive Search & Recruitment,,unitedsearch.es,high,enriched,,,,
53014614085,趣猫,,,qvmao.com,,,,,,skip,"Chinese company name, not identifiable as Spanish business",,,
53011711302,Ute miv,,,,Construction,Building & Infrastructure (UTE),,,medium,enriched,,,,
53004208956,Tanatos Formación,,,,Education,Professional Training (Funeral Services),,,high,enriched,,,,
53016630113,(no name),,,betopbeauty.com,Retail,Beauty & Personal Care,,betopbeauty.com,medium,enriched,,,,
53020953744,Vox,,,,Public Sector & Non-Profit,Political Organizations,,,high,enriched,,,,
53013677064,Gruas sureste,,,,Transportation & Logistics,Crane & Heavy Lifting Services,,,high,enriched,,,,
53004204836,Hard Rock Café,,,,Hospitality,Restaurants & Entertainment,10000+,hardrockcafe.com,high,enriched,,,,
53004827783,Healde S.L,,,,Retail,Supermarkets & Grocery,29,,high,enriched,,,,
53028021682,(no name),,,tufractionalhr.es,Staffing & HR Services,HR Consulting (Fractional HR),,tufractionalhr.es,high,enriched,,,,
53011392936,Deluxe lighting,,,,Manufacturing,Lighting & Electrical Equipment,,,medium,enriched,,,,
53009532208,OTAMAR SL,,,,Energy & Utilities,Fuel Retail & Gas Stations,29,,high,enriched,,,,
53017703936,Viajes caledonia,,,,Hospitality,Travel Agencies,,,high,enriched,,,,
53008912821,Exquisitez Food Sl,,,,Manufacturing,Food & Beverages,,,medium,enriched,,,,
53007060861,Plasalum,,,,Manufacturing,Building Products (Blinds & Shading),,,high,enriched,,,,
53013673279,Sant Jordi Hostels Rock Palace,,,,Hospitality,Accommodation (Hostels),,,high,enriched,,,,
53012749140,Dongearbox,,,,Industrial & Facilities Services,Automotive Gearbox Repair,26,dongearbox.com,high,enriched,,,,
53015219773,Jjhh,,,,,,,,,skip,"Generic placeholder name, not an identifiable business",,,
53014755687,Kontrol,,,,Energy & Utilities,Environmental & Water Services,,,low,enriched,,,,
53019557773,Ande,,,,,,,,,skip,"Name too generic, no domain or signals to identify business",,,
7126310215,EAE Business School,,1733,eae.es,Education,Higher Education / Business School,2031,eae.es,HIGH,enriched,,,,
5019690430,INFOMED SOFTWARE,,41,grupoinfomed.es,Technology,Healthcare IT Software,51-200,grupoinfomed.es,HIGH,enriched,,,,
4991338925,Novedades Hidráulicas Canarias S.L.,,6,nhcanarias.com,Industrial & Facilities Services,Agricultural Equipment & Irrigation,6,nhcanarias.com,MEDIUM,enriched,,,,
4989182163,VAL,,20,,,,,,LOW,skip,Nombre genérico – empresa no identificable sin dominio,,,
4977091845,VERITEK IBERIA S.L.U.,,20,,Professional Services,Technical Field Services / After-sales Engineering,20,veritekglobal.com,MEDIUM,enriched,,,,
4969977928,Empresa sin Demo,,,,,,,,,skip,Registro de prueba / demo,,,
4959634971,Platanitos ,,200,,,,,,LOW,skip,Empresa no identificada en España; posible registro de prueba o entidad latinoamericana,,,
4955818638,masala,,,,,,,,,skip,Nombre genérico – empresa no identificable,,,
4925252840,CARLIN VENEZUELA SL,,9,tucarlin.es,Retail,Stationery & Office Supplies Retail,9,tucarlin.es,HIGH,enriched,,,,
4923658125,Universidad de Las Palmas de Gran Canaria,,20,alu.ulpgc.es,Education,Higher Education / Public University,2500,ulpgc.es,HIGH,enriched,,,,
4920621288,Vitashell,,20,,,,,,LOW,skip,Empresa no identificada en España,,,
4919970137,Vieira S.L.,,16,,,,,,LOW,skip,Nombre ambiguo – múltiples empresas posibles sin dominio ni datos adicionales,,,
4888435483,Ajuntament de Peralada,,60,peralada.cat,Public Sector & Non-Profit,Local Government / Ayuntamiento,60,peralada.cat,HIGH,enriched,,,,
4869821468,Prueba Belén,,,,,,,,,skip,Registro de prueba,,,
4869884120,"legiscine,s.l",,10,,Professional Services,Labor Advisory & Legal Services (Audiovisual),10-49,legiscine.es,HIGH,enriched,,,,
53122046472,Mundo 360 Y De Urbanitas,,,,Real Estate,Property Management,,,low,enriched,,,
53101524316,Avant By Miranda,,,,Other,Personal Care & Beauty,,,high,enriched,,,
53111042583,Steve Air Cargo,,,steveaircargo.com,Transportation & Logistics,Air Freight,,steveaircargo.com,high,enriched,,,
53120030583,"Pubill Port, S.l.",,,pubillport.com,Transportation & Logistics,Road Freight,,pubillport.com,high,enriched,,,
53106548041,Alimentacion Jesus De Monte Gi,,,,Retail,Food Retail,,,high,enriched,,,
53101356820,"Teneplagas, S.l.",,,teneplagas.com,Industrial & Facilities Services,Pest Control,,teneplagas.com,high,enriched,,,
53113200772,Maria Valenciano Garcia,,,,,,,,,skip,Individual / person name,,
53083716226,Tramace Los Palacios Sl,,,,Retail,Office & School Furniture,,,medium,enriched,,,
53100708907,Instalaciones Electricas Fegas,,,,Construction,Electrical Installations,,,high,enriched,,,
53056577050,"Fontaneria Badajoz, Sl",,,,Construction,Plumbing,,,high,enriched,,,
53058434334,TECER PROYECTOS E INSTALACIONE,,,,Construction,Projects & Installations,,,high,enriched,,,
53061062453,Nicoleta Ciobotaru,,,,,,,,,skip,Individual / person name,,
53020778148,Dania Mayela Marin Montoya,,,,,,,,,skip,Individual / person name,,
53023513129,Agsa Regalos De Empresa S.l.,,,agsaregalos.es,Retail,Corporate Gifts & Promotional,4,agsaregalos.es,high,enriched,,,
53019991111,Hotel Aptos Club Atlantis,,,,Hospitality,Hotel & Apartment,,,high,enriched,,,
53002591342,Carlos Sorolla Alcon,,,,,,,,,skip,Individual / person name,,
52960275765,SOFIA GARCES,,6,papyndux.com,Retail,Office Supplies & Stationery,6,papyndux.com,high,enriched,,,
52967517257,Cal Tete,,,,,,,,,skip,Insufficient data to identify,,
52956063340,CENTRO DENTAL RODRIGUEZ,,,,Healthcare & Life Sciences,Dental,,,high,enriched,,,
52955599769,CAFE EL TROCET,,,,Hospitality,Cafe & Bar,,,high,enriched,,,
52957764700,Maxorata Courier Sl,,,,Transportation & Logistics,Courier & Delivery,,,high,enriched,,,
52926369538,Saneamientos Lema,,,,Construction,Plumbing & Sanitation Supplies,,,medium,enriched,,,
